N,P,K,temperature,humidity,ph,rainfall,soil,crop_label
101,17,55,24.37,87.13,6.45,44.64,loamy clay ,pepper
8,54,20,28.33,80.77,7.03,38.8,loamy,yam
24,30,11,32.4,94.52,6.6,113.25,loamy,orange
9,10,10,22.36,93.52,6.01,101.52,loamy,orange
35,72,21,34.04,64.29,7.74,66.86,sandy loam,cassava
8,72,17,20.57,19.75,5.71,87.88,clay,beans
10,5,5,21.21,91.35,7.82,112.98,loamy,orange
52,65,20,32.82,66.16,6.81,68.84,sandy loam,cassava
52,65,20,32.82,66.16,6.81,68.84,sandy loam,cassava
3,77,25,24.85,22.89,5.61,62.21,clay,beans
89,60,17,25.38,57.21,5.98,101.7,sandy loam,maize
55,78,21,33.39,62.94,6.6,63.57,sandy loam,cassava
114,27,48,27.82,93.04,6.53,26.32,sandy loam,tomatoes
99,36,20,20.58,65.35,6.67,78.35,sandy loam,maize
37,18,39,24.15,94.51,6.42,110.23,sandy loam,guinea_corn
29,36,25,28.29,88.44,7.13,48.57,loamy,yam
77,52,17,24.86,65.74,5.71,75.82,sandy loam,maize
104,17,46,25.71,80.23,6.19,43.09,loamy clay ,pepper
30,75,81,19.42,16.81,6.41,68.52,loamy,soybean
101,17,55,24.37,87.13,6.45,44.64,loamy clay ,pepper
11,10,45,22.63,88.46,6.4,109.04,sandy loam,guinea_corn
92,60,23,18.67,71.52,5.72,69.93,sandy loam,maize
90,14,52,24.85,89.2,6.39,59.68,loamy clay ,pepper
120,8,46,29.56,90.71,6.73,28.37,sandy loam,tomatoes
22,70,19,18.24,21.08,5.52,69.45,clay,beans
42,73,25,34.04,67.21,6.5,73.24,sandy loam,cassava
9,48,22,27.77,87.1,6.4,49.51,loamy,yam
39,17,45,18.1,90.42,6.92,104.88,sandy loam,guinea_corn
26,27,10,28.07,92.91,6.08,114.13,loamy,orange
32,13,42,23.5,92.98,5.79,106.62,sandy loam,guinea_corn
63,35,16,22.03,65.36,6.27,83.73,sandy loam,maize
61,53,43,26.4,81.06,6.35,223.37,clay,rice
40,58,75,18.59,14.78,6.17,89.61,loamy,soybean
104,17,46,25.71,80.23,6.19,43.09,loamy clay ,pepper
24,55,78,17.3,15.15,6.65,75.58,loamy,soybean
76,40,43,25.16,83.12,5.07,231.38,clay,rice
83,45,21,18.83,58.75,5.72,79.75,sandy loam,maize
4,44,19,27.96,83.53,6.92,43.26,loamy,yam
95,26,45,29.92,94.56,6.12,28.16,sandy loam,tomatoes
85,22,53,25.97,89.77,6.85,59.46,loamy clay ,pepper
10,5,5,21.21,91.35,7.82,112.98,loamy,orange
29,21,45,23.41,93.13,6.75,105.22,sandy loam,guinea_corn
114,30,51,29.25,90.07,6.07,25.93,sandy loam,tomatoes
14,19,14,17.68,94.36,6.7,108.06,loamy,orange
39,24,14,30.55,90.9,7.19,106.07,loamy,orange
8,54,20,28.33,80.77,7.03,38.8,loamy,yam
21,38,21,29.76,86.45,6.64,37.55,loamy,yam
12,29,13,22.46,91.53,7.57,118.01,loamy,orange
65,37,40,23.36,83.6,5.33,188.41,clay,rice
74,56,22,18.28,66.66,6.83,80.98,sandy loam,maize
99,38,21,22.88,71.6,6.35,67.73,sandy loam,maize
51,72,75,18.89,14.99,7.1,80.11,loamy,soybean
31,55,22,22.91,21.34,5.87,109.23,clay,beans
15,6,41,19.01,88.84,6.9,108.68,sandy loam,guinea_corn
14,37,15,27.96,83.98,6.58,48.94,loamy,yam
51,72,75,18.89,14.99,7.1,80.11,loamy,soybean
38,36,21,28.03,84.88,6.56,36.12,loamy,yam
29,22,43,19.66,87.95,5.56,106.04,sandy loam,guinea_corn
83,25,53,26.49,80.05,6.06,57.73,loamy clay ,pepper
100,6,53,29.05,93.92,6.11,23.67,sandy loam,tomatoes
40,51,17,28.66,86.12,6.86,50.02,loamy,yam
101,13,54,25.43,82.91,6.83,56.34,loamy clay ,pepper
89,60,19,25.19,66.69,5.91,78.07,sandy loam,maize
95,39,36,23.86,83.15,5.56,285.25,clay,rice
52,70,16,33.67,66.6,7.53,67.33,sandy loam,cassava
91,24,55,26.27,83.09,6.26,46.77,loamy clay ,pepper
18,14,11,28.05,90.01,6.55,117.13,loamy,orange
5,59,15,18.87,20.18,5.97,134.18,clay,beans
69,46,41,23.64,80.29,5.01,263.11,clay,rice
61,60,15,24.88,68.74,6.27,91.26,sandy loam,maize
31,53,16,28.74,85.82,6.45,48.55,loamy,yam
37,64,22,17.48,18.83,5.95,121.94,clay,beans
39,58,85,17.89,15.41,6.0,68.55,loamy,soybean
11,72,20,19.52,24.93,5.95,113.33,clay,beans
95,16,55,25.27,87.55,6.61,40.13,loamy clay ,pepper
11,18,42,21.58,94.88,5.94,102.86,sandy loam,guinea_corn
10,56,16,28.17,81.05,6.83,36.36,loamy,yam
73,57,41,21.45,84.94,5.82,272.2,clay,rice
27,79,82,17.07,17.54,6.31,70.87,loamy,soybean
89,45,36,21.33,80.47,6.44,185.5,clay,rice
91,50,40,20.82,84.13,6.46,230.22,clay,rice
6,18,37,19.66,89.94,5.94,108.05,sandy loam,guinea_corn
56,76,16,28.27,61.19,7.51,63.3,sandy loam,cassava
20,60,78,18.17,14.7,6.36,90.78,loamy,soybean
37,55,82,19.46,18.02,6.42,78.45,loamy,soybean
3,9,45,23.89,89.62,6.54,104.62,sandy loam,guinea_corn
26,80,18,19.33,23.33,5.58,104.78,clay,beans
115,12,52,27.51,94.96,6.69,21.02,sandy loam,tomatoes
60,46,22,24.89,65.61,6.63,87.93,sandy loam,maize
112,28,54,24.86,85.05,6.74,55.3,loamy clay ,pepper
5,29,44,21.02,93.06,5.58,104.78,sandy loam,guinea_corn
12,29,40,19.68,89.75,6.59,111.28,sandy loam,guinea_corn
7,16,9,18.88,92.04,7.81,114.67,loamy,orange
59,70,84,17.33,18.75,7.55,82.62,loamy,soybean
14,59,15,21.35,22.91,5.78,146.45,clay,beans
21,21,38,22.55,89.33,6.33,104.9,sandy loam,guinea_corn
28,74,81,18.01,18.31,8.75,81.99,loamy,soybean
2,24,38,24.56,91.64,5.92,111.97,sandy loam,guinea_corn
66,54,21,25.19,60.2,5.92,72.12,sandy loam,maize
1,48,24,29.35,85.6,6.23,59.04,loamy,yam
86,18,45,28.97,90.72,6.57,22.26,sandy loam,tomatoes
83,58,45,25.76,83.52,5.88,245.66,clay,rice
120,16,51,28.0,91.64,6.55,23.29,sandy loam,tomatoes
36,76,75,18.38,16.64,8.74,70.52,loamy,soybean
74,35,40,26.49,80.16,6.98,242.86,clay,rice
27,72,23,19.93,21.8,5.96,64.03,clay,beans
7,16,9,18.88,92.04,7.81,114.67,loamy,orange
89,54,38,24.52,83.54,6.69,230.45,clay,rice
31,25,12,18.05,90.04,7.02,111.78,loamy,orange
43,79,79,19.41,18.98,7.81,80.25,loamy,soybean
39,71,84,20.28,16.4,8.14,82.52,loamy,soybean
105,30,50,25.3,81.78,6.38,57.04,loamy clay ,pepper
17,77,23,24.51,20.82,5.67,64.19,clay,beans
95,16,46,27.08,90.14,6.75,24.45,sandy loam,tomatoes
9,69,20,19.31,23.96,5.59,129.34,clay,beans
18,5,11,20.88,90.94,6.25,102.46,loamy,orange
85,58,41,21.77,80.32,7.04,226.66,clay,rice
27,56,20,19.26,20.51,5.54,94.95,clay,beans
43,68,81,17.48,17.93,6.76,78.92,loamy,soybean
97,25,50,26.22,80.9,6.09,49.09,loamy clay ,pepper
27,64,15,20.16,24.84,5.51,138.24,clay,beans
22,78,76,17.85,19.09,8.62,76.32,loamy,soybean
83,10,53,24.93,85.01,6.2,48.76,loamy clay ,pepper
101,17,55,24.37,87.13,6.45,44.64,loamy clay ,pepper
4,14,41,19.85,89.81,6.43,102.82,sandy loam,guinea_corn
72,60,25,18.53,69.03,5.77,88.1,sandy loam,maize
5,65,16,21.33,18.49,5.87,109.1,clay,beans
97,25,50,26.22,80.9,6.09,49.09,loamy clay ,pepper
12,78,23,16.07,18.72,6.0,88.07,clay,beans
90,15,52,27.05,91.38,6.45,23.66,sandy loam,tomatoes
61,52,41,24.98,83.89,6.88,204.8,clay,rice
8,26,36,18.78,87.4,6.8,102.52,sandy loam,guinea_corn
24,80,19,29.68,69.09,6.81,65.66,sandy loam,cassava
93,58,38,20.62,83.77,6.93,279.55,clay,rice
57,73,85,18.49,14.72,7.36,91.95,loamy,soybean
37,18,12,10.27,90.19,7.4,106.7,loamy,orange
25,70,16,19.63,18.91,5.76,106.36,clay,beans
65,60,43,21.97,81.9,5.66,227.36,clay,rice
96,46,22,20.58,69.0,6.5,66.29,sandy loam,maize
41,74,18,28.76,61.03,6.6,73.38,sandy loam,cassava
34,59,18,23.38,21.99,5.74,87.67,clay,beans
63,35,16,22.03,65.36,6.27,83.73,sandy loam,maize
52,63,19,29.59,68.32,6.93,67.53,sandy loam,cassava
95,7,45,27.3,90.8,6.03,25.09,sandy loam,tomatoes
49,71,76,19.71,17.64,6.61,85.58,loamy,soybean
83,29,52,25.76,87.59,6.7,46.05,loamy clay ,pepper
3,9,45,23.89,89.62,6.54,104.62,sandy loam,guinea_corn
98,25,52,25.28,83.15,6.22,49.29,loamy clay ,pepper
102,11,45,29.03,93.13,6.36,24.16,sandy loam,tomatoes
38,60,76,18.65,17.81,8.87,77.93,loamy,soybean
3,67,24,17.0,19.91,5.52,103.29,clay,beans
33,75,84,19.46,18.73,7.22,68.81,loamy,soybean
36,43,22,27.83,87.17,6.39,58.37,loamy,yam
91,13,47,29.11,92.44,6.14,27.96,sandy loam,tomatoes
78,58,44,26.8,80.89,5.11,284.44,clay,rice
110,21,54,26.74,87.82,6.75,47.46,loamy clay ,pepper
10,59,15,29.83,89.3,6.32,58.87,loamy,yam
35,64,78,17.93,14.27,7.5,85.37,loamy,soybean
13,47,20,29.22,87.94,6.54,43.14,loamy,yam
32,79,15,23.91,20.75,5.71,81.6,clay,beans
20,8,12,25.3,94.96,7.26,117.97,loamy,orange
9,16,39,18.41,91.12,6.1,105.18,sandy loam,guinea_corn
82,25,51,24.31,87.47,6.07,48.11,loamy clay ,pepper
110,14,51,27.02,91.67,6.09,21.26,sandy loam,tomatoes
68,57,43,26.09,80.38,5.71,182.9,clay,rice
99,36,20,20.58,65.35,6.67,78.35,sandy loam,maize
29,22,43,19.66,87.95,5.56,106.04,sandy loam,guinea_corn
31,53,16,28.74,85.82,6.45,48.55,loamy,yam
49,55,78,18.66,16.18,7.86,81.71,loamy,soybean
53,65,76,20.19,16.42,6.72,77.34,loamy,soybean
27,64,21,32.84,68.68,7.54,73.67,sandy loam,cassava
27,62,77,18.2,14.71,6.58,70.18,loamy,soybean
22,9,44,24.72,88.88,5.74,112.19,sandy loam,guinea_corn
21,6,41,24.88,89.4,7.09,107.2,sandy loam,guinea_corn
51,72,75,18.89,14.99,7.1,80.11,loamy,soybean
85,22,53,25.97,89.77,6.85,59.46,loamy clay ,pepper
36,76,75,18.38,16.64,8.74,70.52,loamy,soybean
99,50,15,18.15,71.09,5.57,88.08,sandy loam,maize
11,18,42,21.58,94.88,5.94,102.86,sandy loam,guinea_corn
25,70,16,19.63,18.91,5.76,106.36,clay,beans
3,9,45,23.89,89.62,6.54,104.62,sandy loam,guinea_corn
81,45,35,26.53,80.12,6.16,218.92,clay,rice
107,5,52,26.66,89.98,6.88,57.41,loamy clay ,pepper
29,16,36,19.81,88.93,5.74,102.86,sandy loam,guinea_corn
40,58,75,18.59,14.78,6.17,89.61,loamy,soybean
78,42,42,20.13,81.6,7.63,262.72,clay,rice
4,13,6,15.63,94.26,7.56,101.47,loamy,orange
12,6,8,30.85,92.87,6.39,107.41,loamy,orange
53,73,77,19.71,18.1,7.33,73.64,loamy,soybean
26,65,22,17.85,18.78,5.95,143.1,clay,beans
58,63,81,19.81,14.7,6.52,78.97,loamy,soybean
89,45,36,21.33,80.47,6.44,185.5,clay,rice
39,37,15,29.0,83.79,6.82,59.84,loamy,yam
22,56,17,29.88,87.33,6.89,44.75,loamy,yam
60,44,23,24.79,70.05,5.72,76.73,sandy loam,maize
93,53,38,26.93,81.91,7.07,290.68,clay,rice
71,54,16,22.61,63.69,5.75,87.76,sandy loam,maize
12,20,10,24.45,93.11,6.53,109.47,loamy,orange
25,48,21,28.44,83.49,6.27,52.55,loamy,yam
99,6,45,26.13,86.55,6.0,40.71,loamy clay ,pepper
113,28,48,28.88,92.49,6.17,24.44,sandy loam,tomatoes
1,62,23,15.44,18.37,5.61,139.03,clay,beans
4,13,6,15.63,94.26,7.56,101.47,loamy,orange
36,43,22,27.83,87.17,6.39,58.37,loamy,yam
11,46,24,27.65,89.81,6.46,56.53,loamy,yam
39,37,15,29.0,83.79,6.82,59.84,loamy,yam
29,70,15,30.33,63.55,6.87,74.17,sandy loam,cassava
37,66,85,20.93,18.91,6.46,78.07,loamy,soybean
22,60,24,18.78,20.25,5.63,104.26,clay,beans
25,62,21,26.73,68.14,7.04,67.15,sandy loam,cassava
12,78,23,16.07,18.72,6.0,88.07,clay,beans
37,66,85,20.93,18.91,6.46,78.07,loamy,soybean
114,30,51,29.25,90.07,6.07,25.93,sandy loam,tomatoes
89,25,50,27.05,91.35,6.38,25.08,sandy loam,tomatoes
22,26,38,22.92,85.13,6.99,110.24,sandy loam,guinea_corn
91,55,15,18.09,72.61,6.38,78.96,sandy loam,maize
22,60,85,18.84,14.74,6.81,94.78,loamy,soybean
95,38,22,19.85,61.25,5.73,100.77,sandy loam,maize
90,23,54,28.56,90.46,6.16,27.27,sandy loam,tomatoes
27,24,41,24.33,90.88,6.61,110.46,sandy loam,guinea_corn
30,44,16,29.73,82.89,6.44,50.92,loamy,yam
85,21,52,29.63,90.1,6.08,23.7,sandy loam,tomatoes
6,62,22,20.53,18.09,5.82,120.45,clay,beans
52,60,79,19.45,18.23,8.38,75.63,loamy,soybean
34,59,23,28.56,83.25,6.94,56.48,loamy,yam
17,77,23,24.51,20.82,5.67,64.19,clay,beans
85,9,53,28.21,92.87,6.45,28.79,sandy loam,tomatoes
5,45,21,28.36,88.01,6.49,43.05,loamy,yam
4,67,25,23.79,24.36,5.95,119.64,clay,beans
29,22,40,23.63,89.73,6.15,107.68,sandy loam,guinea_corn
23,59,25,27.83,88.73,6.32,56.69,loamy,yam
40,17,15,21.35,90.95,7.87,107.09,loamy,orange
82,23,49,26.81,87.22,6.87,51.7,loamy clay ,pepper
1,15,9,29.98,94.55,7.53,115.36,loamy,orange
108,23,51,26.84,83.85,6.11,40.23,loamy clay ,pepper
114,27,48,27.82,93.04,6.53,26.32,sandy loam,tomatoes
21,51,15,29.36,89.19,6.68,48.3,loamy,yam
20,41,20,29.27,89.49,7.07,50.92,loamy,yam
34,59,18,23.38,21.99,5.74,87.67,clay,beans
31,55,22,22.91,21.34,5.87,109.23,clay,beans
31,58,15,27.11,84.97,7.12,51.53,loamy,yam
4,36,22,27.61,86.13,7.01,43.8,loamy,yam
78,43,42,21.32,83.0,7.28,192.32,clay,rice
57,73,85,18.49,14.72,7.36,91.95,loamy,soybean
30,37,25,29.89,80.14,7.12,54.8,loamy,yam
3,9,45,23.89,89.62,6.54,104.62,sandy loam,guinea_corn
27,62,77,18.2,14.71,6.58,70.18,loamy,soybean
102,11,47,27.99,92.78,6.5,27.15,sandy loam,tomatoes
8,45,18,27.93,85.42,7.01,43.25,loamy,yam
94,39,18,23.89,57.49,5.89,102.83,sandy loam,maize
22,60,85,18.84,14.74,6.81,94.78,loamy,soybean
97,50,41,24.53,80.54,7.07,260.26,clay,rice
32,25,35,18.1,85.71,5.89,107.01,sandy loam,guinea_corn
100,10,53,24.54,84.61,6.21,42.01,loamy clay ,pepper
71,52,18,25.11,55.98,5.79,78.16,sandy loam,maize
100,18,52,26.2,80.38,6.88,56.48,loamy clay ,pepper
20,23,11,31.85,90.12,6.41,109.95,loamy,orange
99,5,47,24.13,84.84,6.65,51.19,loamy clay ,pepper
89,22,52,24.9,86.11,6.22,53.15,loamy clay ,pepper
112,25,51,25.05,85.57,6.93,56.72,loamy clay ,pepper
73,58,21,19.97,57.68,6.6,60.65,sandy loam,maize
22,60,24,18.78,20.25,5.63,104.26,clay,beans
74,55,19,18.05,62.89,6.29,84.24,sandy loam,maize
86,36,24,26.55,72.89,5.79,73.34,sandy loam,maize
83,45,21,18.83,58.75,5.72,79.75,sandy loam,maize
38,36,21,28.03,84.88,6.56,36.12,loamy,yam
34,9,36,22.81,86.34,6.28,110.44,sandy loam,guinea_corn
101,11,51,25.51,84.24,6.79,44.21,loamy clay ,pepper
93,58,38,20.62,83.77,6.93,279.55,clay,rice
36,38,15,28.36,87.6,6.32,58.0,loamy,yam
62,48,20,21.7,60.47,6.71,95.71,sandy loam,maize
43,79,79,19.41,18.98,7.81,80.25,loamy,soybean
89,45,36,21.33,80.47,6.44,185.5,clay,rice
6,62,22,20.53,18.09,5.82,120.45,clay,beans
40,78,20,19.19,20.83,5.67,80.15,clay,beans
11,18,42,21.58,94.88,5.94,102.86,sandy loam,guinea_corn
74,48,17,21.63,60.28,6.43,69.22,sandy loam,maize
34,47,19,27.31,85.45,6.57,53.15,loamy,yam
23,72,84,19.02,17.13,6.92,79.93,loamy,soybean
22,60,24,18.78,20.25,5.63,104.26,clay,beans
4,24,43,22.4,88.15,7.2,109.87,sandy loam,guinea_corn
34,35,21,28.45,82.68,6.68,58.19,loamy,yam
4,44,19,27.96,83.53,6.92,43.26,loamy,yam
112,25,51,25.05,85.57,6.93,56.72,loamy clay ,pepper
77,52,17,24.86,65.74,5.71,75.82,sandy loam,maize
37,55,82,19.46,18.02,6.42,78.45,loamy,soybean
83,45,21,18.83,58.75,5.72,79.75,sandy loam,maize
76,60,39,20.05,80.35,6.77,208.58,clay,rice
59,58,17,28.55,66.31,7.37,62.83,sandy loam,cassava
39,71,84,20.28,16.4,8.14,82.52,loamy,soybean
36,55,20,27.01,84.34,6.64,55.3,loamy,yam
24,30,11,32.4,94.52,6.6,113.25,loamy,orange
99,29,55,29.19,91.46,6.66,26.48,sandy loam,tomatoes
85,58,41,21.77,80.32,7.04,226.66,clay,rice
21,63,22,25.1,67.73,6.86,74.62,sandy loam,cassava
9,8,40,22.49,89.92,6.55,111.66,sandy loam,guinea_corn
26,11,11,13.7,90.96,7.61,106.29,loamy,orange
30,70,79,20.27,19.97,7.31,69.64,loamy,soybean
51,72,75,18.89,14.99,7.1,80.11,loamy,soybean
52,60,79,19.45,18.23,8.38,75.63,loamy,soybean
22,64,82,19.49,17.17,6.47,87.51,loamy,soybean
99,39,18,19.2,68.31,6.11,87.85,sandy loam,maize
30,70,79,20.27,19.97,7.31,69.64,loamy,soybean
17,59,17,18.42,23.43,5.69,132.98,clay,beans
13,30,37,20.86,91.62,6.28,106.87,sandy loam,guinea_corn
81,6,55,24.89,85.87,6.11,51.71,loamy clay ,pepper
1,62,23,15.44,18.37,5.61,139.03,clay,beans
44,55,25,29.63,65.91,7.42,71.16,sandy loam,cassava
108,22,47,28.54,91.73,6.16,25.13,sandy loam,tomatoes
37,72,18,18.88,24.54,5.72,105.41,clay,beans
14,67,22,23.83,24.75,5.62,84.64,clay,beans
13,72,21,24.32,21.03,5.82,60.28,clay,beans
31,8,7,34.51,93.64,7.16,103.57,loamy,orange
35,64,15,28.47,63.54,6.5,69.53,sandy loam,cassava
37,64,22,17.48,18.83,5.95,121.94,clay,beans
93,41,17,25.62,66.5,6.05,105.47,sandy loam,maize
29,70,15,30.33,63.55,6.87,74.17,sandy loam,cassava
0,18,14,29.77,92.01,7.21,114.42,loamy,orange
40,64,16,16.43,24.24,5.93,140.37,clay,beans
25,27,41,19.2,94.28,6.92,108.04,sandy loam,guinea_corn
112,28,54,24.86,85.05,6.74,55.3,loamy clay ,pepper
20,79,77,18.55,16.03,7.65,76.33,loamy,soybean
0,18,14,29.77,92.01,7.21,114.42,loamy,orange
95,13,46,29.84,93.76,6.13,23.28,sandy loam,tomatoes
58,70,84,20.65,16.61,6.23,74.66,loamy,soybean
30,70,79,20.27,19.97,7.31,69.64,loamy,soybean
14,37,15,27.96,83.98,6.58,48.94,loamy,yam
113,6,52,27.76,90.36,6.74,25.22,sandy loam,tomatoes
61,44,17,26.1,71.57,6.93,102.27,sandy loam,maize
33,37,19,27.93,86.55,7.18,43.48,loamy,yam
17,58,20,28.07,85.92,6.43,39.24,loamy,yam
20,40,15,29.57,88.08,7.2,45.04,loamy,yam
11,61,21,18.62,23.02,5.53,135.34,clay,beans
48,65,78,17.44,14.34,7.86,73.09,loamy,soybean
78,48,22,23.09,63.1,5.59,70.43,sandy loam,maize
89,9,47,29.47,90.77,6.67,28.75,sandy loam,tomatoes
83,45,21,18.83,58.75,5.72,79.75,sandy loam,maize
32,14,37,22.73,88.49,6.83,104.68,sandy loam,guinea_corn
85,22,53,25.97,89.77,6.85,59.46,loamy clay ,pepper
117,19,55,28.8,91.78,6.12,25.16,sandy loam,tomatoes
68,57,43,26.09,80.38,5.71,182.9,clay,rice
42,67,77,18.99,15.94,6.11,78.71,loamy,soybean
66,54,21,25.19,60.2,5.92,72.12,sandy loam,maize
23,72,84,19.02,17.13,6.92,79.93,loamy,soybean
114,8,50,24.75,88.31,6.58,57.96,loamy clay ,pepper
14,48,21,29.25,84.8,6.99,53.43,loamy,yam
86,55,21,21.54,59.64,6.8,109.75,sandy loam,maize
24,27,9,18.87,93.25,6.16,119.39,loamy,orange
57,57,75,17.09,18.25,7.79,87.27,loamy,soybean
14,67,22,23.83,24.75,5.62,84.64,clay,beans
30,20,38,22.6,93.16,7.06,110.09,sandy loam,guinea_corn
37,66,85,20.93,18.91,6.46,78.07,loamy,soybean
95,39,36,23.86,83.15,5.56,285.25,clay,rice
15,6,41,19.01,88.84,6.9,108.68,sandy loam,guinea_corn
83,58,45,25.76,83.52,5.88,245.66,clay,rice
27,62,24,28.63,66.77,7.35,62.27,sandy loam,cassava
68,57,43,26.09,80.38,5.71,182.9,clay,rice
18,21,35,23.28,94.94,6.37,111.14,sandy loam,guinea_corn
84,57,25,22.54,67.99,6.49,64.41,sandy loam,maize
85,58,41,21.77,80.32,7.04,226.66,clay,rice
61,44,17,26.1,71.57,6.93,102.27,sandy loam,maize
114,8,52,29.34,94.55,6.42,28.23,sandy loam,tomatoes
100,6,53,29.05,93.92,6.11,23.67,sandy loam,tomatoes
27,59,22,21.81,23.21,5.79,130.06,clay,beans
86,18,45,28.97,90.72,6.57,22.26,sandy loam,tomatoes
67,47,44,26.73,81.79,7.87,280.4,clay,rice
19,7,10,14.78,91.22,6.12,100.2,loamy,orange
12,20,10,24.45,93.11,6.53,109.47,loamy,orange
21,39,20,28.14,82.12,7.06,46.76,loamy,yam
1,62,23,15.44,18.37,5.61,139.03,clay,beans
116,25,50,29.26,92.92,6.09,28.71,sandy loam,tomatoes
48,65,78,17.44,14.34,7.86,73.09,loamy,soybean
34,9,36,22.81,86.34,6.28,110.44,sandy loam,guinea_corn
109,21,55,24.9,89.74,6.77,57.45,loamy clay ,pepper
18,12,8,12.59,91.82,6.21,119.39,loamy,orange
86,37,16,20.52,59.21,5.56,67.61,sandy loam,maize
83,22,54,25.9,81.97,6.28,54.5,loamy clay ,pepper
25,17,40,18.91,87.75,6.61,111.28,sandy loam,guinea_corn
118,18,52,28.05,90.83,6.56,20.76,sandy loam,tomatoes
20,20,10,11.87,93.68,6.98,106.06,loamy,orange
85,37,39,24.53,82.74,6.36,224.68,clay,rice
0,55,22,22.99,20.58,5.92,143.86,clay,beans
95,7,45,27.3,90.8,6.03,25.09,sandy loam,tomatoes
12,20,39,19.86,86.2,6.03,111.02,sandy loam,guinea_corn
35,72,21,34.04,64.29,7.74,66.86,sandy loam,cassava
119,30,49,25.36,80.46,6.9,47.72,loamy clay ,pepper
7,63,24,22.95,24.04,5.86,107.73,clay,beans
37,6,13,26.03,91.51,7.51,101.28,loamy,orange
116,25,50,29.26,92.92,6.09,28.71,sandy loam,tomatoes
26,80,83,17.08,16.15,7.53,71.31,loamy,soybean
10,59,15,29.83,89.3,6.32,58.87,loamy,yam
99,6,45,26.13,86.55,6.0,40.71,loamy clay ,pepper
44,76,22,27.26,68.01,7.78,68.92,sandy loam,cassava
19,65,25,18.1,18.29,5.63,144.79,clay,beans
95,12,46,26.22,81.01,6.32,54.65,loamy clay ,pepper
82,20,54,29.34,90.02,6.54,21.45,sandy loam,tomatoes
52,68,78,17.49,16.96,6.9,86.05,loamy,soybean
19,65,25,18.1,18.29,5.63,144.79,clay,beans
72,60,25,18.53,69.03,5.77,88.1,sandy loam,maize
71,60,22,26.07,59.37,6.2,85.76,sandy loam,maize
92,60,23,18.67,71.52,5.72,69.93,sandy loam,maize
31,79,25,23.19,22.31,5.9,63.38,clay,beans
42,73,25,34.04,67.21,6.5,73.24,sandy loam,cassava
27,63,19,20.93,21.19,5.56,133.19,clay,beans
45,61,78,19.49,16.06,6.49,81.53,loamy,soybean
120,16,51,28.0,91.64,6.55,23.29,sandy loam,tomatoes
89,11,47,29.79,94.65,6.33,27.87,sandy loam,tomatoes
117,24,53,29.17,92.21,6.29,21.3,sandy loam,tomatoes
53,65,76,20.19,16.42,6.72,77.34,loamy,soybean
32,25,9,10.36,93.76,7.8,101.15,loamy,orange
71,52,18,25.11,55.98,5.79,78.16,sandy loam,maize
95,39,36,23.86,83.15,5.56,285.25,clay,rice
11,61,21,18.62,23.02,5.53,135.34,clay,beans
27,72,23,19.93,21.8,5.96,64.03,clay,beans
31,75,18,15.47,21.44,5.82,88.89,clay,beans
37,55,82,19.46,18.02,6.42,78.45,loamy,soybean
95,16,46,27.08,90.14,6.75,24.45,sandy loam,tomatoes
16,10,41,24.77,85.64,6.74,105.76,sandy loam,guinea_corn
8,28,37,23.88,86.21,6.08,108.31,sandy loam,guinea_corn
60,38,17,18.42,64.24,6.47,76.41,sandy loam,maize
93,41,17,25.62,66.5,6.05,105.47,sandy loam,maize
85,27,45,26.07,88.73,6.47,57.8,loamy clay ,pepper
81,25,49,29.87,93.25,6.08,26.26,sandy loam,tomatoes
114,8,50,24.75,88.31,6.58,57.96,loamy clay ,pepper
34,59,18,23.38,21.99,5.74,87.67,clay,beans
32,57,18,15.54,23.76,5.7,107.39,clay,beans
15,11,38,23.13,92.68,6.63,109.39,sandy loam,guinea_corn
93,56,42,23.86,82.23,7.38,195.09,clay,rice
4,36,22,27.61,86.13,7.01,43.8,loamy,yam
31,70,77,20.89,14.32,6.49,90.46,loamy,soybean
40,64,16,16.43,24.24,5.93,140.37,clay,beans
5,18,14,33.11,93.48,7.43,119.17,loamy,orange
5,21,38,22.43,90.34,6.11,112.46,sandy loam,guinea_corn
27,13,6,13.36,91.36,7.34,111.23,loamy,orange
16,75,21,18.51,23.62,5.68,87.05,clay,beans
100,17,48,29.73,94.3,6.37,26.52,sandy loam,tomatoes
25,70,16,19.63,18.91,5.76,106.36,clay,beans
31,79,75,18.82,16.11,8.2,89.73,loamy,soybean
4,18,37,22.92,85.41,7.13,106.28,sandy loam,guinea_corn
109,12,48,29.46,92.13,6.71,20.76,sandy loam,tomatoes
77,36,23,24.71,56.73,6.65,88.45,sandy loam,maize
35,69,23,16.79,24.97,5.58,75.45,clay,beans
20,60,78,18.17,14.7,6.36,90.78,loamy,soybean
5,65,16,21.33,18.49,5.87,109.1,clay,beans
101,25,52,29.1,94.22,6.75,22.52,sandy loam,tomatoes
89,60,17,25.38,57.21,5.98,101.7,sandy loam,maize
10,56,16,28.17,81.05,6.83,36.36,loamy,yam
32,57,22,28.69,87.5,6.77,44.57,loamy,yam
88,46,42,22.68,83.46,6.6,194.27,clay,rice
26,11,11,13.7,90.96,7.61,106.29,loamy,orange
23,30,44,20.94,85.43,6.12,103.03,sandy loam,guinea_corn
42,74,83,19.26,14.28,7.55,65.78,loamy,soybean
89,60,17,25.38,57.21,5.98,101.7,sandy loam,maize
